channel,success_ratio,protocol,seed,latency_ms_mean,latency_ms_p95
lossless,1.0,RPL_STANDARD,20260602,630.667,1359.0
lossless,1.0,RPL_MQOS,20260602,630.667,1359.0
lossless,1.0,RPL_AER,20260602,630.667,1359.0
lossless,1.0,AER_MQOS,20260602,630.667,1359.0
lossy,0.85,RPL_STANDARD,20260602,596.681,1154.0
lossy,0.85,RPL_MQOS,20260602,596.681,1154.0
lossy,0.85,RPL_AER,20260602,596.681,1154.0
lossy,0.85,AER_MQOS,20260602,596.681,1154.0
