channel,success_ratio,load_pct,learning_on,pdr_mean,protocol,seed
lossy,0.85,50,0,100.0,RPL_AER,20260501
lossy,0.85,75,0,100.0,RPL_AER,20260501
lossy,0.85,100,0,100.0,RPL_AER,20260501
lossy,0.85,25,0,100.0,AER_MQOS,20260501
lossy,0.85,25,1,100.0,AER_MQOS,20260501
lossy,0.85,50,0,100.0,AER_MQOS,20260501
lossy,0.85,50,1,100.0,AER_MQOS,20260501
lossy,0.85,75,0,100.0,AER_MQOS,20260501
lossy,0.85,75,1,100.0,AER_MQOS,20260501
lossy,0.85,100,0,100.0,AER_MQOS,20260501
lossy,0.85,100,1,100.0,AER_MQOS,20260501
lossy,0.85,25,0,100.0,RPL_STANDARD,20260502
lossy,0.85,50,0,100.0,RPL_STANDARD,20260502
lossy,0.85,75,0,100.0,RPL_STANDARD,20260502
lossy,0.85,100,0,100.0,RPL_STANDARD,20260502
lossy,0.85,25,0,100.0,RPL_MQOS,20260502
lossy,0.85,50,0,100.0,RPL_MQOS,20260502
lossy,0.85,75,0,100.0,RPL_MQOS,20260502
lossy,0.85,100,0,100.0,RPL_MQOS,20260502
lossy,0.85,25,0,100.0,RPL_AER,20260502
lossy,0.85,50,0,100.0,RPL_AER,20260502
lossy,0.85,75,0,100.0,RPL_AER,20260502
lossy,0.85,100,0,100.0,RPL_AER,20260502
lossy,0.85,25,0,100.0,AER_MQOS,20260502
lossy,0.85,25,1,100.0,AER_MQOS,20260502
lossy,0.85,50,0,100.0,AER_MQOS,20260502
lossy,0.85,50,1,100.0,AER_MQOS,20260502
lossy,0.85,75,0,99.6815,AER_MQOS,20260502
lossy,0.85,75,1,99.6815,AER_MQOS,20260502
lossy,0.85,100,0,100.0,AER_MQOS,20260502
lossy,0.85,100,1,100.0,AER_MQOS,20260502
lossy,0.85,25,0,99.4048,RPL_STANDARD,20260503
lossy,0.85,50,0,100.0,RPL_STANDARD,20260503
lossy,0.85,75,0,100.0,RPL_STANDARD,20260503
lossy,0.85,100,0,100.0,RPL_STANDARD,20260503
lossy,0.85,25,0,99.4048,RPL_MQOS,20260503
lossy,0.85,50,0,100.0,RPL_MQOS,20260503
lossy,0.85,75,0,100.0,RPL_MQOS,20260503
lossy,0.85,100,0,100.0,RPL_MQOS,20260503
lossy,0.85,25,0,99.4048,RPL_AER,20260503
lossy,0.85,50,0,100.0,RPL_AER,20260503
lossy,0.85,75,0,100.0,RPL_AER,20260503
lossy,0.85,100,0,100.0,RPL_AER,20260503
lossy,0.85,25,0,99.4048,AER_MQOS,20260503
lossy,0.85,25,1,99.4048,AER_MQOS,20260503
lossy,0.85,50,0,100.0,AER_MQOS,20260503
lossy,0.85,50,1,100.0,AER_MQOS,20260503
lossy,0.85,75,0,100.0,AER_MQOS,20260503
lossy,0.85,75,1,100.0,AER_MQOS,20260503
lossy,0.85,100,0,100.0,AER_MQOS,20260503
lossy,0.85,100,1,100.0,AER_MQOS,20260503
lossy,0.85,25,0,100.0,RPL_STANDARD,20260504
lossy,0.85,50,0,100.0,RPL_STANDARD,20260504
lossy,0.85,75,0,100.0,RPL_STANDARD,20260504
lossy,0.85,100,0,100.0,RPL_STANDARD,20260504
lossy,0.85,25,0,100.0,RPL_MQOS,20260504
lossy,0.85,50,0,100.0,RPL_MQOS,20260504
lossy,0.85,75,0,99.2481,RPL_MQOS,20260504
lossy,0.85,100,0,100.0,RPL_MQOS,20260504
lossy,0.85,25,0,99.6552,RPL_AER,20260504
lossy,0.85,50,0,100.0,RPL_AER,20260504
lossy,0.85,75,0,100.0,RPL_AER,20260504
lossy,0.85,100,0,100.0,RPL_AER,20260504
lossy,0.85,25,0,100.0,AER_MQOS,20260504
lossy,0.85,25,1,100.0,AER_MQOS,20260504
lossy,0.85,50,0,99.696,AER_MQOS,20260504
lossy,0.85,50,1,99.696,AER_MQOS,20260504
lossy,0.85,75,0,100.0,AER_MQOS,20260504
lossy,0.85,75,1,100.0,AER_MQOS,20260504
lossy,0.85,100,0,100.0,AER_MQOS,20260504
lossy,0.85,100,1,100.0,AER_MQOS,20260504
lossy,0.85,25,0,100.0,RPL_STANDARD,20260505
lossy,0.85,50,0,100.0,RPL_STANDARD,20260505
lossy,0.85,75,0,100.0,RPL_STANDARD,20260505
lossy,0.85,100,0,100.0,RPL_STANDARD,20260505
lossy,0.85,25,0,100.0,RPL_MQOS,20260505
lossy,0.85,50,0,100.0,RPL_MQOS,20260505
lossy,0.85,75,0,99.5798,RPL_MQOS,20260505
lossy,0.85,100,0,100.0,RPL_MQOS,20260505
lossy,0.85,25,0,100.0,RPL_AER,20260505
lossy,0.85,50,0,100.0,RPL_AER,20260505
lossy,0.85,75,0,100.0,RPL_AER,20260505
lossy,0.85,100,0,100.0,RPL_AER,20260505
lossy,0.85,25,0,100.0,AER_MQOS,20260505
lossy,0.85,25,1,100.0,AER_MQOS,20260505
lossy,0.85,50,0,99.6774,AER_MQOS,20260505
lossy,0.85,50,1,99.6774,AER_MQOS,20260505
lossy,0.85,75,0,99.6622,AER_MQOS,20260505
lossy,0.85,75,1,99.6622,AER_MQOS,20260505
lossy,0.85,100,0,100.0,AER_MQOS,20260505
lossy,0.85,100,1,100.0,AER_MQOS,20260505
lossy,0.85,25,0,100.0,RPL_STANDARD,20260506
lossy,0.85,50,0,99.7167,RPL_STANDARD,20260506
lossy,0.85,75,0,100.0,RPL_STANDARD,20260506
lossy,0.85,100,0,99.4012,RPL_STANDARD,20260506
lossy,0.85,25,0,100.0,RPL_MQOS,20260506
lossy,0.85,50,0,100.0,RPL_MQOS,20260506
lossy,0.85,75,0,99.7033,RPL_MQOS,20260506
lossy,0.85,100,0,100.0,RPL_MQOS,20260506
lossy,0.85,25,0,100.0,RPL_AER,20260506
lossy,0.85,50,0,100.0,RPL_AER,20260506
lossy,0.85,75,0,100.0,RPL_AER,20260506
lossy,0.85,100,0,100.0,RPL_AER,20260506
lossy,0.85,25,0,100.0,AER_MQOS,20260506
lossy,0.85,25,1,100.0,AER_MQOS,20260506
lossy,0.85,50,0,100.0,AER_MQOS,20260506
lossy,0.85,50,1,100.0,AER_MQOS,20260506
lossy,0.85,75,0,100.0,AER_MQOS,20260506
lossy,0.85,75,1,100.0,AER_MQOS,20260506
lossy,0.85,100,0,100.0,AER_MQOS,20260506
lossy,0.85,100,1,100.0,AER_MQOS,20260506
lossy,0.85,25,0,100.0,RPL_STANDARD,20260507
lossy,0.85,50,0,100.0,RPL_STANDARD,20260507
lossy,0.85,75,0,100.0,RPL_STANDARD,20260507
lossy,0.85,100,0,100.0,RPL_STANDARD,20260507
lossy,0.85,25,0,100.0,RPL_MQOS,20260507
lossy,0.85,50,0,100.0,RPL_MQOS,20260507
lossy,0.85,75,0,100.0,RPL_MQOS,20260507
lossy,0.85,100,0,100.0,RPL_MQOS,20260507
lossy,0.85,25,0,100.0,RPL_AER,20260507
lossy,0.85,50,0,100.0,RPL_AER,20260507
lossy,0.85,75,0,100.0,RPL_AER,20260507
lossy,0.85,100,0,100.0,RPL_AER,20260507
lossy,0.85,25,0,100.0,AER_MQOS,20260507
lossy,0.85,25,1,100.0,AER_MQOS,20260507
lossy,0.85,50,0,100.0,AER_MQOS,20260507
lossy,0.85,50,1,100.0,AER_MQOS,20260507
lossy,0.85,75,0,100.0,AER_MQOS,20260507
lossy,0.85,75,1,100.0,AER_MQOS,20260507
lossy,0.85,100,0,100.0,AER_MQOS,20260507
lossy,0.85,100,1,100.0,AER_MQOS,20260507
lossy,0.85,25,0,100.0,RPL_STANDARD,20260508
lossy,0.85,50,0,100.0,RPL_STANDARD,20260508
lossy,0.85,75,0,100.0,RPL_STANDARD,20260508
lossy,0.85,100,0,100.0,RPL_STANDARD,20260508
lossy,0.85,25,0,100.0,RPL_MQOS,20260508
lossy,0.85,50,0,100.0,RPL_MQOS,20260508
lossy,0.85,75,0,100.0,RPL_MQOS,20260508
lossy,0.85,100,0,100.0,RPL_MQOS,20260508
lossy,0.85,25,0,100.0,RPL_AER,20260508
lossy,0.85,50,0,100.0,RPL_AER,20260508
lossy,0.85,75,0,100.0,RPL_AER,20260508
lossy,0.85,100,0,100.0,RPL_AER,20260508
lossy,0.85,25,0,100.0,AER_MQOS,20260508
lossy,0.85,25,1,100.0,AER_MQOS,20260508
lossy,0.85,50,0,100.0,AER_MQOS,20260508
lossy,0.85,50,1,100.0,AER_MQOS,20260508
lossy,0.85,75,0,100.0,AER_MQOS,20260508
lossy,0.85,75,1,100.0,AER_MQOS,20260508
lossy,0.85,100,0,100.0,AER_MQOS,20260508
lossy,0.85,100,1,100.0,AER_MQOS,20260508
lossy,0.85,25,0,100.0,RPL_STANDARD,20260512
lossy,0.85,50,0,100.0,RPL_STANDARD,20260512
lossy,0.85,75,0,99.6528,RPL_STANDARD,20260512
lossy,0.85,100,0,100.0,RPL_STANDARD,20260512
lossy,0.85,25,0,100.0,RPL_MQOS,20260512
lossy,0.85,50,0,100.0,RPL_MQOS,20260512
lossy,0.85,75,0,100.0,RPL_MQOS,20260512
lossy,0.85,100,0,99.3631,RPL_MQOS,20260512
lossy,0.85,25,0,99.0228,RPL_AER,20260512
lossy,0.85,50,0,100.0,RPL_AER,20260512
lossy,0.85,75,0,100.0,RPL_AER,20260512
lossy,0.85,100,0,100.0,RPL_AER,20260512
lossy,0.85,25,0,100.0,AER_MQOS,20260512
lossy,0.85,25,1,100.0,AER_MQOS,20260512
lossy,0.85,50,0,99.7085,AER_MQOS,20260512
lossy,0.85,50,1,99.7085,AER_MQOS,20260512
lossy,0.85,75,0,100.0,AER_MQOS,20260512
lossy,0.85,75,1,100.0,AER_MQOS,20260512
lossy,0.85,100,0,100.0,AER_MQOS,20260512
lossy,0.85,100,1,100.0,AER_MQOS,20260512
