channel,success_ratio,protocol,seed,time_min,parent_changes_cumulative,parent_switch_console
lossless,1.0,RPL_AER,20260508,8.6824,240,0
lossless,1.0,RPL_AER,20260508,11.1631,297,0
lossless,1.0,RPL_AER,20260508,13.6437,361,0
lossless,1.0,RPL_AER,20260508,16.1244,418,0
lossless,1.0,RPL_AER,20260508,18.6051,482,0
lossless,1.0,RPL_AER,20260508,21.0858,539,0
lossless,1.0,RPL_AER,20260508,23.5664,603,0
lossless,1.0,RPL_AER,20260508,26.0471,660,0
lossless,1.0,RPL_AER,20260508,28.5278,728,0
lossless,1.0,AER_MQOS,20260508,1.2403,55,0
lossless,1.0,AER_MQOS,20260508,3.721,119,0
lossless,1.0,AER_MQOS,20260508,6.2017,176,0
lossless,1.0,AER_MQOS,20260508,8.6824,240,0
lossless,1.0,AER_MQOS,20260508,11.1631,297,0
lossless,1.0,AER_MQOS,20260508,13.6437,361,0
lossless,1.0,AER_MQOS,20260508,16.1244,418,0
lossless,1.0,AER_MQOS,20260508,18.6051,482,0
lossless,1.0,AER_MQOS,20260508,21.0858,539,0
lossless,1.0,AER_MQOS,20260508,23.5664,603,0
lossless,1.0,AER_MQOS,20260508,26.0471,660,0
lossless,1.0,AER_MQOS,20260508,28.5278,728,0
lossless,1.0,RPL_STANDARD,20260512,1.2402,85,0
lossless,1.0,RPL_STANDARD,20260512,3.7206,205,0
lossless,1.0,RPL_STANDARD,20260512,6.201,308,0
lossless,1.0,RPL_STANDARD,20260512,8.6815,428,0
lossless,1.0,RPL_STANDARD,20260512,11.1619,531,0
lossless,1.0,RPL_STANDARD,20260512,13.6423,651,0
lossless,1.0,RPL_STANDARD,20260512,16.1227,754,0
lossless,1.0,RPL_STANDARD,20260512,18.6031,874,0
lossless,1.0,RPL_STANDARD,20260512,21.0836,977,0
lossless,1.0,RPL_STANDARD,20260512,23.564,1097,0
lossless,1.0,RPL_STANDARD,20260512,26.0444,1200,0
lossless,1.0,RPL_STANDARD,20260512,28.5248,1325,0
lossless,1.0,RPL_MQOS,20260512,1.2402,85,0
lossless,1.0,RPL_MQOS,20260512,3.7206,205,0
lossless,1.0,RPL_MQOS,20260512,6.2009,308,0
lossless,1.0,RPL_MQOS,20260512,8.6813,428,0
lossless,1.0,RPL_MQOS,20260512,11.1617,531,0
lossless,1.0,RPL_MQOS,20260512,13.6421,651,0
